record_id;facility_code;department_id;date;energy_type;scope;consumption_amount;unit;co2_emission_tons
316;FAC-001;DPT-0001;22.05.2024;ELECTRICITY;Scope 1;1290.29;kWh;0.6014
317;FAC-001;DPT-0002;4.07.2023;natural gas;scope 2;2212.87;kwh;17.409
318;FAC-001;DPT-0004;13.05.2024;ELECTRICITY;scope 1;1330.23;kWh;0.6404
319;FAC-001;DPT-0001;16.06.2024;Petrol;;769.33;Liter;0.465
320;FAC-001;DPT-0002;21.06.2024;ELECTRICITY;SCOPE 2;1162.1;Liter;0.6309
321;FAC-001;DPT-0005;4.04.2023;diesel;SCOPE 1;-555.4;liter;
322;FAC-001;DPT-0003;22.04.2022;LPG;scope 1;953.99;LT;0.6056
323;FAC-001;DPT-0001;24.07.2023;diesel;Scope 2;797.73;liter;0.3529
324;FAC-001;DPT-0004;7.04.2024;ELECTRICITY;;1136.14;kWh;#N/A
325;FAC-001;DPT-0005;16.09.2023;diesel;Scope 2;652.12;LT;0.4862
326;FAC-001;DPT-0001;08-26-2024;lpg;;1180.38;KWH;0.8931
327;FAC-001;DPT-0001;21.08.2023;diesel;scope 2;647.3;KWH;0.4841
328;FAC-001;DPT-0002;5.06.2023;Natural Gas;Scope 2;1597.31;KWH;11.109
329;FAC-001;DPT-0004;28.04.2024;LPG;SCOPE 1;698.75;LT;0.2546
330;FAC-001;DPT-0005;10.04.2022;Diesel;;113.86;kwh;0.0625
331;FAC-001;DPT-0002;22.10.2023;Diesel;;384.16;m3;0.2476
332;FAC-001;DPT-0003;11-15-2024;lpg;scope 2;908.13;m3;0.2997
333;FAC-001;DPT-0003;31.12.2022;diesel;scope 2;2506.39;KWH;20.119
334;FAC-001;DPT-0005;12-29-2024;Diesel;Scope 1;1557.42;KWH;10.128
335;FAC-001;DPT-0001;11-26-2022;LPG;SCOPE 2;-87.52;kwh;
336;FAC-001;DPT-0003;15.07.2024;Petrol;Scope 2;234.07;liter;0.1345
337;FAC-001;DPT-0003;5.03.2024;diesel;Scope 1;1874.86;kWh;0.5216
338;FAC-001;DPT-0004;24.01.2024;diesel;Scope 2;1378.34;m3;10.984
339;FAC-001;DPT-0001;12.02.2024;Diesel;SCOPE 2;3362.44;M3;11.912
340;FAC-001;DPT-0003;23.03.2022;natural gas;Scope 1;;M3;0.3323
341;FAC-001;DPT-0003;12.01.2023;ELECTRICITY;scope 1;446.24;liter;0.301
342;FAC-001;DPT-0003;1.09.2024;Natural Gas;;943.76;kWh;0.3568
343;FAC-001;DPT-0002;03-23-2022;Diesel;SCOPE 1;617.84;liter;0.382
344;FAC-001;DPT-0001;7.11.2024;DIESEL;Scope 1;1763.2;M3;13.105
345;FAC-001;DPT-0005;28.12.2024;LPG;SCOPE 1;601.42;m3;0.185
346;FAC-001;DPT-0004;10.06.2024;lpg;scope 1;730.41;kWh;0.2727
347;FAC-001;DPT-0001;25.05.2022;Natural Gas;SCOPE 2;395.2;liter;0.141
348;FAC-001;DPT-0004;13.01.2022;ELECTRICITY;Scope 1;1489.77;KWH;0.7206
349;FAC-001;DPT-0003;21.02.2024;LPG;Scope 1;417.1;LT;#N/A
350;FAC-001;DPT-0004;10-23-2022;LPG;scope 2;1195.4;kWh;0.9081
351;FAC-001;DPT-0001;06-24-2022;Natural Gas;scope 2;unknown;m3;1.688
352;FAC-001;DPT-0005;2.06.2023;ELECTRICITY;scope 1;162.5;kWh;0.0586
353;FAC-001;DPT-0005;05-18-2022;ELECTRICITY;Scope 2;2278.79;LT;13.212
354;FAC-001;DPT-0002;13.10.2023;DIESEL;scope 2;1092.43;M3;0.6792
355;FAC-001;DPT-0005;1.10.2022;Natural Gas;Scope 2;342.02;liter;0.1504
356;FAC-001;DPT-0003;18.09.2023;diesel;SCOPE 1;969.67;kwh;0.5117
357;FAC-001;DPT-0003;24.06.2023;lpg;SCOPE 1;1461.21;kWh;0.488
358;FAC-001;DPT-0005;17.03.2022;NATURAL GAS;;471.15;kwh;0.3352
359;FAC-001;DPT-0005;11.11.2024;Diesel;scope 2;1242.12;kWh;0.5274
360;FAC-001;DPT-0005;23.11.2022;Petrol;scope 1;2399.56;LT;16.901
361;FAC-001;;25.04.2023;LPG;Scope 2;600.82;Liter;0.2337
362;FAC-001;DPT-0001;12.03.2024;lpg;SCOPE 2;;kwh;0.25
363;FAC-001;DPT-0005;10.02.2024;diesel;;816.01;Liter;0.6131
364;FAC-001;DPT-0004;19.06.2024;Natural Gas;SCOPE 1;933.04;M3;0.237
365;FAC-001;DPT-0003;04-29-2024;lpg;SCOPE 1;1822.18;LT;13.487
366;FAC-001;DPT-0005;30.03.2022;Petrol;scope 1;796.32;kwh;
367;FAC-001;;4.01.2023;Diesel;Scope 1;644.19;M3;0.1827
368;FAC-001;DPT-0005;21.04.2024;electricity;scope 1;382.66;M3;0.2948
369;FAC-001;DPT-0004;28.09.2022;Electricity;Scope 2;189.94;liter;0.0553
370;FAC-001;DPT-0002;24.12.2024;ELECTRICITY;SCOPE 1;288.35;LT;
371;FAC-001;DPT-0005;2.06.2024;Diesel;scope 2;286.77;kWh;0.226
372;FAC-001;DPT-0004;20.07.2022;electricity;SCOPE 2;736.31;LT;0.3525
373;FAC-001;DPT-0001;23.01.2023;lpg;Scope 1;227.55;KWH;0.1766
374;FAC-001;DPT-0002;13.11.2022;LPG;SCOPE 2;860.86;M3;0.3784
375;FAC-001;DPT-0003;22.02.2023;diesel;;2737.78;kwh;23.136
376;FAC-001;DPT-0003;26.03.2024;LPG;SCOPE 1;1856.47;m3;11.076
377;FAC-001;DPT-0002;17.04.2022;Diesel;Scope 1;730.98;KWH;0.4057
378;FAC-001;DPT-0005;13.06.2022;Electricity;;3864.91;liter;11.148
379;FAC-001;DPT-0005;18.02.2023;NATURAL GAS;Scope 2;N/A;kWh;0.5932
380;FAC-001;DPT-0002;1.01.2022;ELECTRICITY;SCOPE 2;1032.28;liter;0.6755
381;FAC-001;DPT-0005;4.07.2022;NATURAL GAS;scope 2;804.62;Liter;0.2086
382;FAC-001;DPT-0005;1.10.2022;electricity;;874.69;KWH;0.4573
383;FAC-001;DPT-0003;28.05.2023;Diesel;;584.78;m3;0.4279
384;FAC-001;DPT-0004;14.09.2024;NATURAL GAS;SCOPE 1;738.97;liter;0.5822
385;FAC-001;DPT-0002;01-20-2022;Natural Gas;SCOPE 2;2288.51;KWH;11.384
386;FAC-001;DPT-0003;26.12.2023;Petrol;SCOPE 2;1986.8;kwh;1.607
387;FAC-001;DPT-0002;28.06.2023;Natural Gas;Scope 2;108.11;m3;0.04
388;FAC-001;DPT-0001;5.10.2024;Electricity;Scope 1;253.64;LT;0.0754
389;FAC-001;DPT-0005;11.12.2024;Diesel;Scope 2;476.58;kwh;0.2595
390;FAC-001;DPT-0004;24.12.2022;ELECTRICITY;;1660.36;Liter;0.4475
391;FAC-001;;16.06.2023;diesel;SCOPE 2;2015.34;m3;12.064
392;FAC-001;DPT-0003;2.02.2024;Diesel;SCOPE 2;1457.5;LT;0.8005
393;FAC-001;DPT-0005;28.04.2023;Diesel;;340.8;m3;0.2517
394;FAC-001;DPT-0002;3.10.2022;diesel;scope 2;594.16;LT;0.152
395;FAC-001;DPT-0005;5.06.2023;LPG;SCOPE 1;NULL;LT;
396;FAC-001;DPT-0003;10.02.2022;ELECTRICITY;scope 2;747.45;m3;0.6048
397;FAC-001;DPT-0005;11.11.2024;lpg;;671.98;KWH;0.4826
398;FAC-001;DPT-0002;13.05.2024;Petrol;;679.51;KWH;0.431
399;FAC-001;DPT-0003;03-20-2024;DIESEL;scope 2;1891.62;LT;0.8036
400;FAC-001;DPT-0001;13.06.2022;electricity;;1343.96;KWH;0.5252
401;FAC-001;DPT-0004;20.06.2022;NATURAL GAS;scope 1;707.94;KWH;0.1882
402;FAC-001;DPT-0003;16.09.2022;diesel;scope 1;1127.35;kWh;0.7808
403;FAC-001;DPT-0003;12.07.2023;DIESEL;scope 1;300.48;kwh;0.1593
404;FAC-001;DPT-0005;13.12.2023;diesel;Scope 2;595.06;KWH;0.3772
405;FAC-001;DPT-0003;10.07.2022;NATURAL GAS;;1775.03;kWh;0.455
406;FAC-001;DPT-0004;19.04.2023;diesel;scope 2;213.77;m3;0.1517
407;FAC-001;DPT-0004;14.02.2024;NATURAL GAS;SCOPE 1;1355.08;liter;0.92
408;FAC-001;DPT-0005;12-25-2024;Diesel;Scope 2;106.75;KWH;0.0705
409;FAC-001;DPT-0004;01-20-2023;Electricity;scope 1;2532.55;kWh;10.467
410;FAC-001;;16.06.2024;Natural Gas;SCOPE 1;584.04;kwh;0.2449
411;FAC-001;DPT-0004;31.01.2024;lpg;Scope 1;-1184.07;Liter;
412;FAC-001;DPT-0002;01-29-2023;Diesel;Scope 1;#N/A;KWH;0.2849
413;FAC-001;DPT-0004;10.03.2022;DIESEL;SCOPE 1;998.23;m3;0.5149
414;FAC-001;DPT-0003;2.12.2024;NATURAL GAS;;1113.4;M3;0.3843
415;FAC-001;DPT-0002;31.01.2022;NATURAL GAS;SCOPE 1;177.33;liter;0.0694
416;FAC-001;;31.01.2024;Natural Gas;scope 1;none;LT;0.542
417;FAC-001;DPT-0001;8.08.2022;DIESEL;Scope 2;none;Liter;0.2673
418;FAC-001;DPT-0003;02-13-2024;lpg;scope 1;586.59;M3;0.3011
419;FAC-001;DPT-0004;18.01.2023;natural gas;scope 2;476.37;LT;0.2742
420;FAC-001;DPT-0005;24.06.2023;natural gas;;1030.67;kWh;0.5861
421;FAC-001;DPT-0002;5.05.2023;lpg;SCOPE 1;395.35;liter;0.2458
422;FAC-001;DPT-0005;22.10.2023;ELECTRICITY;SCOPE 1;1754.57;kWh;0.7367
423;FAC-001;DPT-0001;6.03.2024;diesel;SCOPE 2;1243.04;kWh;unknown
424;FAC-001;DPT-0001;13.06.2022;LPG;Scope 1;;Liter;0.8625
425;FAC-001;DPT-0004;29.06.2023;Electricity;SCOPE 1;1707.31;M3;
426;FAC-001;DPT-0005;24.01.2023;diesel;Scope 2;149.78;kwh;0.1026
427;FAC-001;DPT-0001;24.05.2024;electricity;scope 1;291.56;liter;0.1738
428;FAC-001;DPT-0005;8.10.2023;natural gas;scope 2;1280.16;liter;0.6603
429;FAC-001;DPT-0003;6.05.2023;DIESEL;;499.35;liter;0.2936
430;FAC-001;;10.04.2022;Electricity;SCOPE 2;-551.82;m3;
431;FAC-001;DPT-0003;13.11.2022;Electricity;;253.88;Liter;0.1414
432;FAC-001;DPT-0005;29.03.2024;Natural Gas;SCOPE 1;396.3;Liter;0.16
433;FAC-001;DPT-0005;18.03.2022;Diesel;SCOPE 1;1779.83;kWh;0.5468
434;FAC-001;DPT-0004;10.04.2023;Electricity;;1260.02;kWh;0.9711
435;FAC-001;;29.03.2023;Electricity;;1022.76;LT;0.3475
436;FAC-001;DPT-0001;09-28-2022;ELECTRICITY;;569.03;kWh;0.2412
437;FAC-001;DPT-0004;4.10.2022;diesel;Scope 2;978.42;LT;0.6989
438;FAC-001;DPT-0005;05-27-2022;Diesel;scope 2;1880.78;KWH;13.004
439;FAC-001;DPT-0003;02-19-2022;electricity;scope 2;509.44;LT;0.2254
440;FAC-001;DPT-0002;25.06.2022;lpg;Scope 1;873.25;m3;0.4142
441;FAC-001;DPT-0003;10.07.2024;Electricity;scope 2;;m3;17.532
442;FAC-001;DPT-0005;17.10.2022;Diesel;Scope 1;1444.91;M3;0.5855
443;FAC-001;DPT-0005;17.05.2022;LPG;SCOPE 2;575.44;Liter;0.3044
444;FAC-001;;19.02.2024;lpg;SCOPE 1;1368.78;Liter;0.8755
445;FAC-001;DPT-0001;14.02.2022;Natural Gas;SCOPE 2;210.36;Liter;0.1158
446;FAC-001;DPT-0001;29.04.2023;NATURAL GAS;Scope 1;848.07;M3;0.3911
447;FAC-001;DPT-0001;1.12.2023;LPG;scope 1;1367.79;KWH;11.209
448;FAC-001;DPT-0005;9.11.2022;NATURAL GAS;scope 2;1169.18;LT;0.7739
449;FAC-001;DPT-0002;10.10.2022;lpg;scope 1;1359.04;liter;0.8975
450;FAC-001;DPT-0002;19.05.2022;diesel;SCOPE 1;1561.7;kwh;0.9197
451;FAC-001;DPT-0001;04-22-2024;DIESEL;SCOPE 2;1232.13;kwh;0.9587
452;FAC-001;DPT-0002;18.04.2023;Natural Gas;Scope 2;;kWh;10.169
453;FAC-001;DPT-0004;5.02.2024;Diesel;;1039.22;LT;0.7874
454;FAC-001;DPT-0001;25.04.2024;lpg;Scope 2;357.59;m3;0.2973
455;FAC-001;DPT-0004;26.07.2024;Diesel;;1779.32;kWh;0.9679
456;FAC-001;DPT-0003;11.12.2024;diesel;SCOPE 1;870.31;LT;0.708
457;FAC-001;DPT-0002;4.03.2024;LPG;Scope 1;1421.36;m3;0.6927
458;FAC-001;DPT-0003;26.08.2023;Electricity;scope 1;1662.94;LT;0.701
459;FAC-001;DPT-0005;5.10.2022;Diesel;scope 2;598.4;LT;0.4292
460;FAC-001;DPT-0002;2.12.2022;ELECTRICITY;SCOPE 1;-640.19;LT;-
461;FAC-001;DPT-0004;24.11.2022;diesel;;708.15;kWh;0.5914
462;FAC-001;DPT-0005;24.10.2022;lpg;Scope 1;1997.61;liter;15.334
463;FAC-001;DPT-0004;20.02.2023;Petrol;SCOPE 2;428.05;kWh;0.1534
464;FAC-001;DPT-0005;21.03.2023;LPG;;2219.36;LT;13.644
465;FAC-001;;2.03.2023;electricity;scope 1;1031.18;kWh;0.4092
466;FAC-001;;9.04.2023;ELECTRICITY;Scope 1;1082.79;KWH;0.704
467;FAC-001;DPT-0003;30.12.2022;lpg;scope 2;1615.22;kWh;1.074
468;FAC-001;DPT-0003;05-13-2022;DIESEL;scope 1;951.05;KWH;0.7058
469;FAC-001;DPT-0005;30.04.2022;Petrol;SCOPE 1;1792.13;LT;0.6737
470;FAC-001;DPT-0003;26.12.2023;Petrol;;597.77;LT;0.4535
471;FAC-001;DPT-0005;31.08.2022;DIESEL;SCOPE 1;2174.48;m3;0.9226
472;FAC-001;DPT-0004;24.01.2022;lpg;SCOPE 2;-;M3;0.3719
473;FAC-001;DPT-0005;11-14-2023;Diesel;Scope 1;2227.06;kwh;15.817
474;FAC-001;DPT-0004;13.09.2024;LPG;;647.72;Liter;0.4718
475;FAC-001;DPT-0001;9.10.2023;diesel;Scope 1;723.62;m3;0.3109
476;FAC-001;DPT-0003;26.11.2023;LPG;scope 1;385.63;liter;0.131
477;FAC-001;DPT-0003;27.04.2024;DIESEL;Scope 2;480.91;Liter;
478;FAC-001;DPT-0002;18.03.2022;ELECTRICITY;;873.45;kWh;0.3101
479;FAC-001;DPT-0002;12.08.2024;natural gas;scope 1;1058.54;KWH;0.8513
480;FAC-001;DPT-0002;5.12.2024;Electricity;SCOPE 2;1708.96;kWh;0.4647
481;FAC-001;DPT-0001;2.10.2023;Petrol;SCOPE 2;762.86;m3;0.5977
482;FAC-001;DPT-0003;13.07.2023;electricity;SCOPE 2;1170.91;KWH;0.8356
483;FAC-001;DPT-0005;10-15-2023;electricity;SCOPE 2;-1009.65;m3;
484;FAC-001;DPT-0003;14.04.2022;Diesel;Scope 1;1259.31;KWH;
485;FAC-001;DPT-0005;2.07.2024;natural gas;SCOPE 2;539.47;Liter;0.3386
486;FAC-001;DPT-0005;27.09.2022;lpg;;590.93;KWH;0.4749
487;FAC-001;DPT-0004;06-13-2023;Diesel;scope 1;539.63;Liter;0.4417
488;FAC-001;DPT-0004;7.09.2024;electricity;SCOPE 2;1923.84;Liter;0.5564
489;FAC-001;DPT-0001;05-26-2022;diesel;;2187.72;liter;14.845
490;FAC-001;DPT-0002;29.11.2023;lpg;;571.4;liter;0.4767
491;FAC-001;DPT-0002;23.09.2024;Petrol;;580.45;Liter;0.3783
492;FAC-001;DPT-0002;02-16-2024;DIESEL;Scope 1;1378.48;KWH;0.6802
493;FAC-001;DPT-0005;28.10.2022;DIESEL;SCOPE 2;2342.25;liter;
494;FAC-001;DPT-0002;16.09.2023;lpg;scope 2;2665.14;KWH;11.726
495;FAC-001;DPT-0005;27.01.2024;Electricity;Scope 1;551.22;Liter;0.18
496;FAC-001;DPT-0001;14.10.2023;Diesel;;665.04;liter;0.4465
497;FAC-001;DPT-0004;8.01.2024;electricity;SCOPE 2;1096.85;kwh;0.6397
498;FAC-001;;13.06.2024;ELECTRICITY;scope 1;;liter;0.7741
499;FAC-001;DPT-0005;18.05.2024;DIESEL;;784.89;Liter;0.4897
500;FAC-001;DPT-0001;10-24-2024;Diesel;scope 2;467.82;kWh;0.3546
501;FAC-001;DPT-0003;18.10.2022;NATURAL GAS;;874.45;KWH;0.4713
502;FAC-001;DPT-0002;9.06.2022;Petrol;SCOPE 2;2663.35;kWh;18.511
503;FAC-001;DPT-0001;10.11.2023;natural gas;SCOPE 2;597.61;M3;0.3332
504;FAC-001;DPT-0005;6.05.2022;Petrol;scope 1;1050.92;kWh;0.7211
505;FAC-001;DPT-0005;6.07.2022;NATURAL GAS;scope 1;;M3;2.047
506;FAC-001;DPT-0001;7.03.2024;electricity;SCOPE 2;591.0;m3;0.4705
507;FAC-001;DPT-0001;12.11.2022;Diesel;;1421.71;m3;0.4274
508;FAC-001;DPT-0002;26.06.2023;Electricity;scope 1;2734.68;LT;18.886
509;FAC-001;DPT-0005;22.06.2023;diesel;;1341.86;kWh;0.8858
510;FAC-001;DPT-0004;26.03.2022;diesel;scope 2;1837.5;liter;15.197
511;FAC-001;DPT-0003;12.03.2024;LPG;Scope 2;1548.97;m3;none
512;FAC-001;DPT-0002;20.05.2022;Diesel;SCOPE 1;1271.54;KWH;
513;FAC-001;DPT-0003;27.04.2022;LPG;Scope 2;2142.44;KWH;0.5794
514;FAC-001;DPT-0005;14.01.2023;lpg;scope 1;1392.31;M3;0.8964
515;FAC-001;DPT-0001;05-24-2024;NATURAL GAS;scope 1;790.81;KWH;0.6355
516;FAC-001;;27.06.2023;DIESEL;SCOPE 1;995.7;LT;0.8439
517;FAC-001;DPT-0004;2.06.2024;Petrol;SCOPE 1;1160.18;LT;0.6326
518;FAC-001;DPT-0001;8.02.2022;electricity;Scope 1;662.01;kWh;0.4545
519;FAC-001;DPT-0003;1.10.2024;Diesel;;1027.26;KWH;0.611
520;FAC-001;;1.06.2024;LPG;SCOPE 2;926.8;liter;0.6866
521;FAC-001;DPT-0001;07-30-2024;LPG;Scope 2;1389.48;kwh;10.588
522;FAC-001;DPT-0002;6.01.2024;ELECTRICITY;;3195.14;m3;15.466
523;FAC-001;DPT-0005;23.09.2023;diesel;;1069.7;kWh;0.5169
524;FAC-001;;7.12.2024;LPG;scope 1;2379.71;m3;0.6561
525;FAC-001;;4.04.2022;lpg;scope 1;1356.71;kWh;0.8714
526;FAC-001;;16.12.2022;ELECTRICITY;SCOPE 1;1024.04;KWH;0.7437
527;FAC-001;DPT-0002;4.03.2024;ELECTRICITY;scope 1;633.96;Liter;0.2356
528;FAC-001;DPT-0001;17.10.2022;electricity;scope 2;1029.41;kwh;0.4646
529;FAC-001;DPT-0001;10.02.2024;Electricity;;986.06;KWH;0.7145
530;FAC-001;DPT-0001;5.08.2023;lpg;;-510.82;kwh;
531;FAC-001;DPT-0005;19.03.2022;electricity;;577.17;KWH;0.2271
532;FAC-001;DPT-0003;21.12.2024;Petrol;scope 2;1166.84;m3;0.6822
533;FAC-001;DPT-0002;29.08.2024;electricity;scope 1;2364.74;kWh;0.866
534;FAC-001;DPT-0002;17.07.2024;ELECTRICITY;Scope 1;853.57;kwh;0.3846
535;FAC-001;;29.06.2024;Petrol;scope 2;242.36;liter;0.0709
536;FAC-001;DPT-0003;1.05.2023;Natural Gas;;89.25;m3;0.0282
537;FAC-001;DPT-0001;20.07.2024;Diesel;scope 2;379.28;kwh;0.1278
538;FAC-001;DPT-0003;5.03.2022;electricity;SCOPE 1;1445.45;LT;0.5367
539;FAC-001;DPT-0003;15.12.2022;diesel;Scope 2;291.33;KWH;0.1244
540;FAC-001;DPT-0002;26.05.2024;Natural Gas;scope 2;1598.59;liter;12.024
541;FAC-001;DPT-0005;5.05.2024;Electricity;;1393.62;kWh;11.125
542;FAC-001;DPT-0001;26.01.2022;Natural Gas;scope 1;832.52;Liter;0.3283
543;FAC-001;DPT-0001;29.07.2024;lpg;Scope 1;;LT;0.3352
544;FAC-001;DPT-0004;3.01.2022;Diesel;scope 2;746.92;kWh;0.5773
545;FAC-001;DPT-0005;15.06.2022;natural gas;Scope 1;1147.28;Liter;0.8337
546;FAC-001;DPT-0003;18.05.2022;lpg;Scope 2;300.34;kwh;0.0825
547;FAC-001;DPT-0001;6.03.2023;natural gas;scope 2;2215.5;M3;15.341
548;FAC-001;DPT-0001;14.12.2024;DIESEL;SCOPE 2;1140.08;LT;0.5212
549;FAC-001;DPT-0001;1.02.2023;ELECTRICITY;SCOPE 1;1230.16;kwh;#N/A
550;FAC-001;DPT-0004;02-16-2022;Diesel;scope 1;1387.05;LT;0.5168
551;FAC-001;DPT-0001;21.04.2023;LPG;scope 2;2080.88;liter;0.5988
552;FAC-001;DPT-0003;30.06.2024;NATURAL GAS;scope 1;1031.16;M3;0.6698
553;FAC-001;DPT-0004;10-31-2022;NATURAL GAS;;1446.04;kwh;0.6115
554;FAC-001;DPT-0005;11.11.2022;Natural Gas;SCOPE 1;521.59;kWh;0.435
555;FAC-001;DPT-0004;03-13-2022;natural gas;scope 1;2672.01;Liter;0.9638
556;FAC-001;DPT-0005;19.10.2024;DIESEL;scope 2;982.66;kwh;0.7883
557;FAC-001;DPT-0005;08-28-2024;Petrol;scope 1;-519.47;LT;
558;FAC-001;DPT-0004;23.09.2023;Diesel;Scope 2;634.09;LT;0.2116
559;FAC-001;DPT-0005;24.07.2023;Electricity;SCOPE 1;140.3;LT;0.0842
560;FAC-001;DPT-0005;13.11.2024;LPG;scope 2;630.9;liter;0.3434
561;FAC-001;DPT-0003;23.09.2023;diesel;SCOPE 1;61.14;m3;0.0157
562;FAC-001;DPT-0004;18.05.2024;electricity;SCOPE 1;1516.44;kwh;0.6417
563;FAC-001;DPT-0005;9.02.2024;Electricity;;1204.98;M3;0.349
564;FAC-001;DPT-0005;02-21-2024;diesel;;399.69;kWh;0.1328
565;FAC-001;DPT-0005;24.02.2022;electricity;SCOPE 2;865.07;M3;0.5066
566;FAC-001;DPT-0004;3.01.2023;lpg;Scope 2;893.64;kWh;0.5805
567;FAC-001;DPT-0001;6.12.2024;LPG;;330.8;KWH;0.1545
568;FAC-001;DPT-0001;17.10.2023;lpg;scope 1;758.76;Liter;
569;FAC-001;DPT-0004;21.08.2023;LPG;SCOPE 1;913.75;m3;
570;FAC-001;DPT-0001;10.10.2023;NATURAL GAS;scope 2;743.48;KWH;0.2604
571;FAC-001;DPT-0002;20.09.2024;natural gas;scope 1;;KWH;0.2911
572;FAC-001;DPT-0002;12.12.2024;lpg;SCOPE 1;386.58;liter;0.2262
573;FAC-001;;10.01.2023;electricity;;724.01;Liter;0.5821
574;FAC-001;DPT-0001;4.10.2023;electricity;Scope 2;571.19;kwh;0.4364
575;FAC-001;DPT-0001;29.03.2022;ELECTRICITY;Scope 1;1326.4;kWh;0.9481
576;FAC-001;DPT-0001;11.09.2022;Natural Gas;Scope 2;2162.67;kwh;14.069
577;FAC-001;;12-14-2023;electricity;Scope 2;1649.46;KWH;11.509
578;FAC-001;DPT-0001;18.12.2022;Electricity;SCOPE 1;935.68;m3;0.6358
579;FAC-001;DPT-0004;8.08.2022;natural gas;;535.18;liter;0.323
580;FAC-001;DPT-0001;30.11.2024;DIESEL;scope 2;1620.63;M3;0.7108
581;FAC-001;;1.10.2023;Natural Gas;;1380.43;M3;0.441
582;FAC-001;DPT-0001;23.01.2024;Electricity;;2067.39;KWH;15.122
583;FAC-001;DPT-0001;28.07.2022;ELECTRICITY;scope 2;1031.93;m3;0.5024
584;FAC-001;DPT-0004;25.07.2023;Petrol;SCOPE 2;2584.7;liter;19.459
585;FAC-001;DPT-0004;20.07.2024;ELECTRICITY;SCOPE 2;1032.16;LT;0.5748
586;FAC-001;DPT-0002;17.10.2024;electricity;;;Liter;0.3693
587;FAC-001;DPT-0001;5.10.2024;Natural Gas;SCOPE 2;614.65;LT;0.3975
588;FAC-001;DPT-0003;6.03.2022;ELECTRICITY;;1284.47;LT;
589;FAC-001;DPT-0004;13.09.2023;DIESEL;;;kwh;0.203
590;FAC-001;DPT-0001;20.08.2024;diesel;scope 1;2573.52;kWh;14.008
591;FAC-001;DPT-0004;19.10.2023;Electricity;Scope 1;1213.68;kwh;0.5603
592;FAC-001;DPT-0005;19.07.2022;natural gas;scope 2;;liter;0.7229
593;FAC-001;DPT-0002;05-15-2022;ELECTRICITY;scope 2;977.04;kwh;none
594;FAC-001;DPT-0004;20.11.2024;NATURAL GAS;Scope 1;-737.59;LT;
595;FAC-001;DPT-0004;24.07.2022;natural gas;;186.75;Liter;#N/A
596;FAC-001;DPT-0004;4.06.2022;Natural Gas;SCOPE 2;615.01;M3;0.3882
597;FAC-001;DPT-0004;14.07.2022;natural gas;SCOPE 2;2375.36;KWH;1.484
598;FAC-001;DPT-0004;11.09.2023;NATURAL GAS;;1051.4;Liter;0.7648
599;FAC-001;DPT-0005;8.02.2022;electricity;;1773.06;m3;11.577
600;FAC-001;DPT-0004;7.06.2024;lpg;Scope 1;1805.9;m3;11.427
601;FAC-001;DPT-0002;04-20-2024;ELECTRICITY;Scope 2;870.98;liter;0.6178
602;FAC-001;DPT-0002;21.08.2022;Natural Gas;Scope 1;1395.49;m3;0.8523
603;FAC-001;DPT-0004;17.03.2022;electricity;SCOPE 2;208.82;kwh;0.1068
604;FAC-001;DPT-0003;28.03.2022;Electricity;Scope 1;-2255.04;KWH;
605;FAC-001;DPT-0001;4.07.2022;lpg;scope 1;2140.02;m3;10.576
606;FAC-001;DPT-0001;12.11.2024;DIESEL;SCOPE 1;1260.61;m3;0.9422
607;FAC-001;DPT-0003;29.04.2023;Natural Gas;scope 1;1078.05;KWH;0.6475
608;FAC-001;DPT-0004;12-28-2024;lpg;SCOPE 1;879.35;Liter;
609;FAC-001;DPT-0002;14.01.2024;lpg;scope 2;1906.11;M3;14.823
610;FAC-001;DPT-0005;22.04.2022;NATURAL GAS;;;M3;
611;FAC-001;DPT-0001;17.01.2022;NATURAL GAS;SCOPE 2;678.71;KWH;0.2659
612;FAC-001;DPT-0003;12.10.2023;Electricity;SCOPE 2;344.04;KWH;0.2698
613;FAC-001;DPT-0004;15.05.2024;electricity;SCOPE 2;286.9;KWH;0.2312
614;FAC-001;DPT-0005;17.04.2022;LPG;;1893.23;kwh;
615;FAC-001;DPT-0003;27.05.2023;lpg;scope 1;-865.58;liter;N/A
616;FAC-001;DPT-0004;11.02.2023;Natural Gas;SCOPE 1;1246.67;liter;0.4115
617;FAC-001;DPT-0004;17.02.2022;LPG;Scope 2;947.33;KWH;0.7395
618;FAC-001;DPT-0002;7.02.2022;electricity;SCOPE 1;unknown;kWh;0.1474
619;FAC-001;DPT-0004;21.02.2023;NATURAL GAS;SCOPE 2;213.78;LT;0.1168
620;FAC-001;DPT-0002;23.01.2023;electricity;;643.54;kwh;0.5452
621;FAC-001;DPT-0002;28.01.2024;LPG;;-686.25;KWH;
622;FAC-001;DPT-0003;11.03.2023;lpg;;-685.92;M3;
623;FAC-001;DPT-0001;4.04.2022;NATURAL GAS;;701.19;M3;0.2741
624;FAC-001;DPT-0002;18.06.2023;diesel;;3064.55;Liter;1.795
625;FAC-001;DPT-0003;4.10.2023;electricity;;1755.73;M3;0.895
626;FAC-001;DPT-0003;25.06.2023;natural gas;;1061.9;kwh;0.4332
627;FAC-001;DPT-0002;20.06.2024;Natural Gas;scope 1;849.86;kWh;0.683
628;FAC-001;;10.10.2024;DIESEL;scope 2;871.81;LT;0.5872
